card_id,video,track_id,label,labeler,notes
T003_062,VID_20260223_090217_00_003,1293,unclear,claude-visual-review,"trash bin, not a vehicle"
T003_063,VID_20260223_090217_00_003,1369,cross_side,claude-visual-review,turned across the rider's path
T003_064,VID_20260223_090217_00_003,1505,cross_side,claude-visual-review,
T003_065,VID_20260223_090217_00_003,2004,adjacent_same,claude-visual-review,
T003_066,VID_20260223_090217_00_003,2172,cross_side,claude-visual-review,
T003_067,VID_20260223_090217_00_003,2707,unclear,claude-visual-review,
T003_068,VID_20260223_090217_00_003,2869,parked,claude-visual-review,
T003_069,VID_20260223_090217_00_003,3079,parked,claude-visual-review,
T003_070,VID_20260223_090217_00_003,3352,unclear,claude-visual-review,"trash bins, not a vehicle"
T003_071,VID_20260223_090217_00_003,3362,unclear,claude-visual-review,"trash bin, not a vehicle"
T003_072,VID_20260223_090217_00_003,3856,parked,claude-visual-review,waiting inside a fenced lot
T006_091,VID_20260224_162848_00_006,763,oncoming,claude-visual-review,
T006_092,VID_20260224_162848_00_006,1501,adjacent_same,claude-visual-review,
T006_093,VID_20260224_162848_00_006,1608,parked,claude-visual-review,parked under a tarp
T006_094,VID_20260224_162848_00_006,1652,oncoming,claude-visual-review,
T006_095,VID_20260224_162848_00_006,1920,parked,claude-visual-review,
T006_096,VID_20260224_162848_00_006,2244,parked,claude-visual-review,
T006_097,VID_20260224_162848_00_006,3277,cross_side,claude-visual-review,
T006_098,VID_20260224_162848_00_006,3464,cross_side,claude-visual-review,
T006_099,VID_20260224_162848_00_006,4412,parked,claude-visual-review,passed after 20 s beside the rider
T006_100,VID_20260224_162848_00_006,4418,oncoming,claude-visual-review,
T006_101,VID_20260224_162848_00_006,4677,parked,claude-visual-review,
T006_102,VID_20260224_162848_00_006,4949,adjacent_same,claude-visual-review,
T006_103,VID_20260224_162848_00_006,5546,cross_side,claude-visual-review,
T006_104,VID_20260224_162848_00_006,6701,parked,claude-visual-review,
T006_105,VID_20260224_162848_00_006,6733,parked,claude-visual-review,
T006_106,VID_20260224_162848_00_006,6740,parked,claude-visual-review,
T006_107,VID_20260224_162848_00_006,6877,unclear,claude-visual-review,
T006_108,VID_20260224_162848_00_006,7410,unclear,claude-visual-review,"wheelie bins, not a vehicle"
T006_109,VID_20260224_162848_00_006,8353,cross_side,claude-visual-review,
T006_110,VID_20260224_162848_00_006,8433,cross_side,claude-visual-review,
T006_111,VID_20260224_162848_00_006,8676,cross_side,claude-visual-review,
T006_112,VID_20260224_162848_00_006,9338,adjacent_same,claude-visual-review,traffic in the lane beside the rider
T006_113,VID_20260224_162848_00_006,9407,ego_lane,claude-visual-review,vehicle ahead in the rider's lane at an intersection
T006_114,VID_20260224_162848_00_006,11788,parked,claude-visual-review,
T004_001,VID_20260223_183551_00_004,1005,unclear,claude-visual-review,too dark to judge
T004_002,VID_20260223_183551_00_004,1441,cross_side,claude-visual-review,
T004_003,VID_20260223_183551_00_004,1467,cross_side,claude-visual-review,
T004_004,VID_20260223_183551_00_004,1546,cross_side,claude-visual-review,
T004_005,VID_20260223_183551_00_004,1562,cross_side,claude-visual-review,
T004_006,VID_20260223_183551_00_004,1576,cross_side,claude-visual-review,
T004_007,VID_20260223_183551_00_004,1611,unclear,claude-visual-review,
T004_008,VID_20260223_183551_00_004,1664,parked,claude-visual-review,
T004_009,VID_20260223_183551_00_004,1691,parked,claude-visual-review,
T004_010,VID_20260223_183551_00_004,1825,oncoming,claude-visual-review,
T004_011,VID_20260223_183551_00_004,2059,parked,claude-visual-review,
T004_012,VID_20260223_183551_00_004,2205,oncoming,claude-visual-review,
T004_013,VID_20260223_183551_00_004,2257,adjacent_same,claude-visual-review,passing traffic in the next lane
T004_014,VID_20260223_183551_00_004,2592,unclear,claude-visual-review,
T004_015,VID_20260223_183551_00_004,2636,ego_lane,claude-visual-review,vehicle ahead in the rider's lane
T004_016,VID_20260223_183551_00_004,2687,oncoming,claude-visual-review,
T004_017,VID_20260223_183551_00_004,2690,unclear,claude-visual-review,too blurred to judge
T004_018,VID_20260223_183551_00_004,3031,adjacent_same,claude-visual-review,passing traffic in the next lane
T004_019,VID_20260223_183551_00_004,3115,oncoming,claude-visual-review,
T004_020,VID_20260223_183551_00_004,3167,adjacent_same,claude-visual-review,
